,,,,,,,,,
,NO,CODE,LAB,LEVEL,SKILL,QUESTION,ANSWER,DIFFICULTY,EXPLANATION
,253,SUB0000000000253,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 20,50,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 7 − 2 = 5. Hasilnya 50.
,254,SUB0000000000254,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 30,40,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 7 − 3 = 4. Hasilnya 40.
,255,SUB0000000000255,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 50,20,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 7 − 5 = 2. Hasilnya 20.
,256,SUB0000000000256,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 0,80,Mudah,"Dikurangi 0 berarti tidak ada yang diambil, nilainya tetap. 80 − 0 = 80."
,257,SUB0000000000257,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 30,50,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 8 − 3 = 5. Hasilnya 50.
,258,SUB0000000000258,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 60,20,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 8 − 6 = 2. Hasilnya 20.
,259,SUB0000000000259,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 80,0,Mudah,"Bilangan dikurangi dirinya sendiri, semuanya habis. 80 − 80 = 0."
,260,SUB0000000000260,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 60,30,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 9 − 6 = 3. Hasilnya 30.
,261,SUB0000000000261,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 70,20,Mudah,Kurangi menurut nilai tempat. Satuan: 0 − 0 = 0. Puluhan: 9 − 7 = 2. Hasilnya 20.
,262,SUB0000000000262,PENGURANGAN,1,Pengurangan yang melibatkan nol,30 − 2,28,Sedang,"Satuan 0 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 2 = 8. Sisa puluhan: 2 − 0 = 2. Hasilnya 28."
,263,SUB0000000000263,PENGURANGAN,1,Pengurangan yang melibatkan nol,30 − 4,26,Sedang,"Satuan 0 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 4 = 6. Sisa puluhan: 2 − 0 = 2. Hasilnya 26."
,264,SUB0000000000264,PENGURANGAN,1,Pengurangan yang melibatkan nol,30 − 6,24,Sedang,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 2 − 0 = 2. Hasilnya 24."
,265,SUB0000000000265,PENGURANGAN,1,Pengurangan yang melibatkan nol,40 − 3,37,Sedang,"Satuan 0 lebih kecil dari 3, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 3 = 7. Sisa puluhan: 3 − 0 = 3. Hasilnya 37."
,266,SUB0000000000266,PENGURANGAN,1,Pengurangan yang melibatkan nol,50 − 4,46,Sedang,"Satuan 0 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 4 = 6. Sisa puluhan: 4 − 0 = 4. Hasilnya 46."
,267,SUB0000000000267,PENGURANGAN,1,Pengurangan yang melibatkan nol,50 − 6,44,Sedang,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 4 − 0 = 4. Hasilnya 44."
,268,SUB0000000000268,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 7,53,Sedang,"Satuan 0 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 7 = 3. Sisa puluhan: 5 − 0 = 5. Hasilnya 53."
,269,SUB0000000000269,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 8,52,Sedang,"Satuan 0 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 8 = 2. Sisa puluhan: 5 − 0 = 5. Hasilnya 52."
,270,SUB0000000000270,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 1,69,Sedang,"Satuan 0 lebih kecil dari 1, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 1 = 9. Sisa puluhan: 6 − 0 = 6. Hasilnya 69."
,271,SUB0000000000271,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 2,78,Sedang,"Satuan 0 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 2 = 8. Sisa puluhan: 7 − 0 = 7. Hasilnya 78."
,272,SUB0000000000272,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 4,76,Sedang,"Satuan 0 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 4 = 6. Sisa puluhan: 7 − 0 = 7. Hasilnya 76."
,273,SUB0000000000273,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 5,75,Sedang,"Satuan 0 lebih kecil dari 5, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 5 = 5. Sisa puluhan: 7 − 0 = 7. Hasilnya 75."
,274,SUB0000000000274,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 8,72,Sedang,"Satuan 0 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 8 = 2. Sisa puluhan: 7 − 0 = 7. Hasilnya 72."
,275,SUB0000000000275,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 4,86,Sedang,"Satuan 0 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 4 = 6. Sisa puluhan: 8 − 0 = 8. Hasilnya 86."
,276,SUB0000000000276,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 6,84,Sedang,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 8 − 0 = 8. Hasilnya 84."
,277,SUB0000000000277,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 9,81,Sedang,"Satuan 0 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 9 = 1. Sisa puluhan: 8 − 0 = 8. Hasilnya 81."
,278,SUB0000000000278,PENGURANGAN,1,Pengurangan yang melibatkan nol,30 − 12,18,Sulit,"Satuan 0 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 2 = 8. Sisa puluhan: 2 − 1 = 1. Hasilnya 18."
,279,SUB0000000000279,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 22,38,Sulit,"Satuan 0 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 2 = 8. Sisa puluhan: 5 − 2 = 3. Hasilnya 38."
,280,SUB0000000000280,PENGURANGAN,1,Pengurangan yang melibatkan nol,60 − 25,35,Sulit,"Satuan 0 lebih kecil dari 5, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 5 = 5. Sisa puluhan: 5 − 2 = 3. Hasilnya 35."
,281,SUB0000000000281,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 18,52,Sulit,"Satuan 0 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 8 = 2. Sisa puluhan: 6 − 1 = 5. Hasilnya 52."
,282,SUB0000000000282,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 33,37,Sulit,"Satuan 0 lebih kecil dari 3, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 3 = 7. Sisa puluhan: 6 − 3 = 3. Hasilnya 37."
,283,SUB0000000000283,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 36,34,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 6 − 3 = 3. Hasilnya 34."
,284,SUB0000000000284,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 37,33,Sulit,"Satuan 0 lebih kecil dari 7, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 7 = 3. Sisa puluhan: 6 − 3 = 3. Hasilnya 33."
,285,SUB0000000000285,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 46,24,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 6 − 4 = 2. Hasilnya 24."
,286,SUB0000000000286,PENGURANGAN,1,Pengurangan yang melibatkan nol,70 − 59,11,Sulit,"Satuan 0 lebih kecil dari 9, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 9 = 1. Sisa puluhan: 6 − 5 = 1. Hasilnya 11."
,287,SUB0000000000287,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 18,62,Sulit,"Satuan 0 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 8 = 2. Sisa puluhan: 7 − 1 = 6. Hasilnya 62."
,288,SUB0000000000288,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 46,34,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 7 − 4 = 3. Hasilnya 34."
,289,SUB0000000000289,PENGURANGAN,1,Pengurangan yang melibatkan nol,80 − 68,12,Sulit,"Satuan 0 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 8 = 2. Sisa puluhan: 7 − 6 = 1. Hasilnya 12."
,290,SUB0000000000290,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 11,79,Sulit,"Satuan 0 lebih kecil dari 1, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 1 = 9. Sisa puluhan: 8 − 1 = 7. Hasilnya 79."
,291,SUB0000000000291,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 16,74,Sulit,"Satuan 0 lebih kecil dari 6, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 6 = 4. Sisa puluhan: 8 − 1 = 7. Hasilnya 74."
,292,SUB0000000000292,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 25,65,Sulit,"Satuan 0 lebih kecil dari 5, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 5 = 5. Sisa puluhan: 8 − 2 = 6. Hasilnya 65."
,293,SUB0000000000293,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 42,48,Sulit,"Satuan 0 lebih kecil dari 2, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 2 = 8. Sisa puluhan: 8 − 4 = 4. Hasilnya 48."
,294,SUB0000000000294,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 44,46,Sulit,"Satuan 0 lebih kecil dari 4, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 4 = 6. Sisa puluhan: 8 − 4 = 4. Hasilnya 46."
,295,SUB0000000000295,PENGURANGAN,1,Pengurangan yang melibatkan nol,90 − 58,32,Sulit,"Satuan 0 lebih kecil dari 8, jadi pinjam 1 puluhan. Satuan jadi 0+10 − 8 = 2. Sisa puluhan: 8 − 5 = 3. Hasilnya 32."
